Date,Número de pasajeros que salen de PR,Número de pasajeros que llegan a PR,Movimiento neto de pasajeros,Movimiento neto de pasajero últimos 12 meses,Número de pasajeros que salen de SJU,Número de pasajeros que salen de BQN,Número de pasajeros que salen de PSE,Número de pasajeros que salen de MAZ,Número de pasajeros que salen de HUC,Número de pasajeros que salen de ARE,Número de pasajeros que salen de VQS,Número de pasajeros que salen de SIG,Número de pasajeros que salen de NRR,Número de pasajeros que llegan a SJU,Número de pasajeros que llegan a BQN,Número de pasajeros que llegan a PSE,Número de pasajeros que llegan a MAZ,Número de pasajeros que llegan a CPX_D,Número de pasajeros que llegan a HUC,Número de pasajeros que llegan a ARE,Número de pasajeros que llegan a VQS,	Número de pasajeros que llegan a SIG,Número de pasajeros que llegan a NRR_D,DF_D,AF_D,DF_SJU_D,DF_BQN_D,DF_PSE_D,DF_MAZ_D,DF_CPX_D,DF_HUC_D,DF_ARE_D,DF_VQS_D,DF_SIG_D,DF_NRR_D,AF_SJU_D,AF_BQN_D,AF_PSE_D,AF_MAZ_D,AF_CPX_D,AF_HUC_D,AF_ARE_D,AF_VQS_D,AF_SIG_D,AF_NRR_D,Vuelos que despegan de PR,Vuelos que aterrizan en PR,Vuelos que despegan de SJU,Vuelos que despegan de BQN,Vuelos que despegan de PSE,Vuelos que despegan de MAZ,Vuelos que despegan de CPX,Vuelos que despegan de HUC,Vuelos que despegan de ARE,Vuelos que despegan de VQS,Vuelos que despegan de SIG,Vuelos que despegan de NRR,Vuelos que aterrizan en SJU,Vuelos que aterrizan en BQN,Vuelos que aterrizan en PSE,Vuelos que aterrizan en MAZ,Vuelos que aterrizan en Cpx,Vuelos que aterrizan en HUC,Vuelos que aterrizan en ARE,Vuelos que aterrizan en VQS,Vuelos que aterrizan en SIG,Vuelos que aterrizan en NRR,Vuelos que aterrizan en AA,Vuelos que aterrizan en Jetblue Airways,Pasajeros que salen de PR por medio de Continental Air Lines Inc.,Pasajeros que salen de PR por medio de US Airways Inc.,Pasajeros que salen de PR por medio de Spirit Air Lines,Pasajeros que llegan a PR por medio de American Airlines Inc.,Pasajeros que llegan a PR por medio de JetBlue Airways,Pasajeros que llegan a PR por medio de Continental Airlines Inc.,Pasajeros que llegan a PR por medio de US Airways Inc.,Pasajeros que llegan a PR por medio de Spirit Airlines,DF_FX_D,DF_5X_D,DF_WI_D,DF_ABX_D,DF_JW_D,DF_AA_D,AF_FX_D,AF_5X_D,AF_WI_D,AF_ABX_D,AF_JW_D,AF_AA_D,Vuelos que despegan de Cape Air,Vuelos que despegan de Jetblue Airways,Vuelos que despegan de American Airlines Inc,Vuelos que despegan de Vieques Air Link Inc,Vuelos que despegan de Executive Airlines,Vuelos que aterrizan de Cape Air,Vuelos que aterrizan de Jetblue Airways,Vuelos que aterrizan de American Airlines Inc,Vuelos que aterrizan de Vieques Air Link Inc,Vuelos que aterrizan de Executive Airlines
2000-06,359624,364219,-4595,31930,351711,4283,945,2685,0,0,0,0,0,0,356922,4116,923,2258,0,0,0,0,0,0,9609889,13079822,9492145,87696,30048,0,0,0,0,0,0,0,12946332,100990,32500,0,0,0,0,0,0,0,3422,3396,3196,57,87,82,0,0,0,0,0,0,3168,58,87,82,0,0,0,0,1,0,184971,0,19020,14543,0,188296,0,19644,15177,0,0,0,0,0,1943736,2889414,0,0,0,0,3084109,2889414,0,0,1196,0,0,0,0,1198,0,909
2000-05,348608,315857,32751,37369,341206,3645,892,2865,0,0,0,0,0,0,309896,2647,926,2388,0,0,0,0,0,0,9784564,13093151,9751904,5485,27175,0,0,0,0,0,0,0,13050999,12945,29207,0,0,0,0,0,0,0,3422,3389,3197,53,89,83,0,0,0,0,0,0,3164,53,89,83,0,0,0,0,0,0,185423,0,19979,15681,0,170248,0,18551,14080,0,0,0,0,0,1763470,2751692,0,0,0,0,2961957,2751692,0,0,1170,0,0,0,0,1171,0,957
2000-04,367139,361419,5720,28185,361496,2649,634,2360,0,0,0,0,0,0,356282,2574,611,1952,0,0,0,0,0,0,13575878,17268291,10388115,3163462,24301,0,0,0,0,0,0,0,13695980,3548606,23705,0,0,0,0,0,0,0,3546,3522,3307,80,79,80,0,0,0,0,0,0,3280,83,79,80,0,0,0,0,0,0,186935,0,21554,17243,0,185396,0,22253,17129,0,0,0,0,0,1936920,2838073,0,0,0,0,2992373,2838073,0,0,1232,0,0,0,0,1226,0,929
2000-03,377124,360029,17095,32509,371463,2305,711,2645,0,0,0,0,0,0,355298,2057,668,2006,0,0,0,0,0,0,13521737,17953449,10021697,3470883,29157,0,0,0,0,0,0,0,14875100,3039743,38606,0,0,0,0,0,0,0,3635,3621,3379,87,85,84,0,0,0,0,0,0,3366,86,85,84,0,0,0,0,0,0,196028,0,23636,17211,0,185982,0,23363,15600,0,0,0,0,0,1999868,2818263,0,0,0,0,3588991,2818263,0,0,1274,0,0,0,0,1274,0,970
2000-02,316312,322627,-6315,25633,312023,1671,536,2082,0,0,0,0,0,0,318361,1730,593,1943,0,0,0,0,0,0,11828243,14488934,8166644,3633729,27870,0,0,0,0,0,0,0,11189955,3261036,37943,0,0,0,0,0,0,0,3401,3386,3163,80,81,77,0,0,0,0,0,0,3149,80,81,76,0,0,0,0,0,0,162766,0,20212,15214,0,167000,0,21767,15935,0,0,0,0,0,0,2534497,0,0,0,0,0,2534497,0,0,1169,0,0,0,0,1177,0,927
2000-01,364629,336163,28466,30912,361750,0,551,2328,0,0,0,0,0,0,333108,0,738,2317,0,0,0,0,0,0,12327478,15291117,6627378,5673321,26622,0,0,0,0,0,157,0,9913886,5342141,35090,0,0,0,0,0,0,0,3569,3551,3330,74,83,81,0,0,0,0,1,0,3308,76,85,82,0,0,0,0,0,0,171613,0,21278,17087,0,164961,0,21745,15260,0,0,0,0,0,0,1901228,0,0,0,0,0,1901228,0,0,1156,0,0,0,0,1159,0,986
1999-12,309850,348767,-38917,16957,306954,0,588,2308,0,0,0,0,0,0,346057,0,694,2016,0,0,0,0,0,0,12574427,14774164,8138535,4428214,7678,0,0,0,0,0,0,0,11016273,3741187,16704,0,0,0,0,0,0,0,3470,3488,3283,47,55,85,0,0,0,0,0,0,3300,48,56,84,0,0,0,0,0,0,147830,0,17675,13150,0,163825,0,17797,16039,0,0,0,0,0,0,2597877,0,0,0,0,0,2597877,0,0,1139,0,0,0,0,1144,0,983
1999-11,306000,313816,-7816,31350,303611,0,428,1961,0,0,0,0,0,0,311276,0,614,1926,0,0,0,0,0,0,10070814,15973477,6857663,3198050,15101,0,0,0,0,0,0,0,12582478,3296979,25297,0,0,0,0,0,0,0,3039,3042,2861,39,60,78,0,0,0,0,0,1,2863,40,60,78,0,0,0,0,0,1,157197,0,16191,14696,0,161507,0,16558,15233,0,0,0,0,0,0,1841124,0,0,0,0,68723,1841124,0,0,1010,0,0,0,0,1018,0,818
1999-10,234599,241893,-7294,37971,231787,0,522,2290,0,0,0,0,0,0,239135,0,719,2039,0,0,0,0,0,0,13077357,16324193,8316663,4731862,28832,0,0,0,0,0,0,0,12301062,3972363,50768,0,0,0,0,0,0,0,2853,2864,2624,60,76,93,0,0,0,0,0,0,2635,60,76,93,0,0,0,0,0,0,131521,0,13952,13003,0,136587,0,14662,13619,0,0,0,0,0,0,1829266,0,0,0,0,0,1829266,0,0,968,0,0,0,0,974,0,865
1999-09,211666,198154,13512,45811,209055,0,565,2046,0,0,0,0,0,0,195723,0,749,1682,0,0,0,0,0,0,14549570,18533467,10511906,4007649,30015,0,0,0,0,0,0,0,14748797,3735835,48835,0,0,0,0,0,0,0,2705,2742,2506,58,81,60,0,0,0,0,0,0,2545,56,81,60,0,0,0,0,0,0,124426,0,13429,7611,0,117805,0,11707,7596,0,0,0,0,0,2685653,1793167,0,0,0,0,3621848,1793167,0,0,960,0,0,0,0,970,0,806
1999-08,336580,317473,19107,52277,333802,0,702,2076,0,0,0,0,0,0,314519,0,800,2154,0,0,0,0,0,0,14424681,17366974,10956802,3437718,30161,0,0,0,0,0,0,0,14101263,3209442,56269,0,0,0,0,0,0,0,3192,3158,2989,52,88,63,0,0,0,0,0,0,2956,51,88,63,0,0,0,0,0,0,180455,0,18488,13285,0,169967,0,18148,12258,0,0,0,0,0,2723519,2247856,0,0,0,0,3279631,2247856,0,0,1159,0,0,0,0,1158,0,832
1999-07,374906,394690,-19784,55641,371648,125,934,2199,0,0,0,0,0,0,391076,103,1276,2235,0,0,0,0,0,0,13675057,17821875,10257252,3388743,29062,0,0,0,0,0,0,0,14457716,3276931,50017,0,0,0,0,0,0,0,3266,3224,3064,52,87,62,0,0,0,0,0,1,3023,52,86,62,0,0,0,0,0,1,198722,0,18946,15276,0,205663,0,20135,16398,0,0,0,0,0,2466370,2020279,0,0,0,0,4367226,2020279,0,0,1159,0,0,0,0,1162,0,836
1999-06,340401,339557,844,55384,336811,125,1140,2325,0,0,0,0,0,0,336216,125,1146,2070,0,0,0,0,0,0,8437644,9375260,7602544,808265,26835,0,0,0,0,0,0,0,8658302,641609,50354,0,0,0,0,0,0,0,3064,3037,2885,30,88,60,0,0,0,0,0,1,2858,31,87,60,0,0,0,0,0,1,186164,0,17198,13596,0,185411,0,17272,13923,0,0,0,0,0,947725,2114678,0,0,0,0,470964,2114678,0,0,1124,0,0,0,0,1125,0,843
1999-05,303633,280066,23567,55108,299902,0,1229,2502,0,0,0,0,0,0,276681,0,1092,2293,0,0,0,0,0,0,9037439,11209533,8817627,194528,25284,0,0,0,0,0,0,0,10967389,182238,59906,0,0,0,0,0,0,0,3013,2965,2845,22,84,62,0,0,0,0,0,0,2795,23,85,62,0,0,0,0,0,0,172907,0,16034,12916,0,160469,0,14633,11839,0,0,0,0,0,2615691,2474514,0,0,0,0,4010904,2474514,0,0,1111,0,0,0,0,1111,0,848
1999-04,337776,327732,10044,56892,334301,0,1064,2411,0,0,0,0,0,0,324519,0,1055,2158,0,0,0,0,0,0,6023057,12799049,6014702,777,7578,0,0,0,0,0,0,0,9265965,3512135,20949,0,0,0,0,0,0,0,2906,2926,2785,6,55,60,0,0,0,0,0,0,2765,45,55,60,0,0,0,0,0,1,182320,0,19035,17911,0,180013,0,18830,16507,0,0,0,0,0,399744,2514236,0,0,0,0,5597780,2514236,0,0,1113,0,0,0,0,1111,0,816
1999-03,353854,343635,10219,56709,350301,0,1088,2465,0,0,0,0,0,0,340481,0,1082,2072,0,0,0,0,0,0,10396959,11370378,10351827,17207,27925,0,0,0,0,0,0,0,11289079,18644,62655,0,0,0,0,0,0,0,3208,3166,3031,24,91,62,0,0,0,0,0,0,2991,23,90,62,0,0,0,0,0,0,193218,0,19701,18814,0,185530,0,20632,19083,0,0,0,0,0,2704254,3581180,0,0,0,0,3453099,3581180,0,0,1169,0,0,0,0,1173,0,897
1999-02,283840,284876,-1036,69244,281499,103,544,1694,0,0,0,0,0,0,282712,116,544,1504,0,0,0,0,0,0,5082469,8512659,5063373,3800,15296,0,0,0,0,0,0,0,6039733,2427963,44963,0,0,0,0,0,0,0,2704,2698,2555,19,75,55,0,0,0,0,0,0,2522,46,75,55,0,0,0,0,0,0,132277,0,18426,17586,0,134775,0,19246,17607,0,0,0,0,0,0,2087259,0,0,2421677,0,0,2087259,0,0,883,0,0,0,0,884,0,800
1999-01,358368,343857,14511,65965,351076,4905,574,1813,0,0,0,0,0,0,336586,4819,695,1757,0,0,0,0,0,0,4880084,6269695,4857766,6755,15563,0,0,0,0,0,0,0,6206958,6533,56204,0,0,0,0,0,0,0,3176,3150,2982,58,75,61,0,0,0,0,0,0,2957,56,76,61,0,0,0,0,0,0,178095,0,18701,19361,0,175517,0,18762,17723,0,0,0,0,0,0,2340813,0,0,0,0,0,2340813,0,0,1110,0,0,0,0,1111,0,885
1998-12,303279,327803,-24524,79372,295157,5746,663,1713,0,0,0,0,0,0,319093,6212,785,1713,0,0,0,0,0,0,6263893,6850360,5937662,314802,11429,0,0,0,0,0,0,0,6635316,190245,24799,0,0,0,0,0,0,0,3054,3016,2875,62,58,59,0,0,0,0,0,0,2835,62,59,60,0,0,0,0,0,0,156013,0,12254,15302,0,167424,0,15453,18329,0,0,0,0,0,0,2715109,0,0,0,0,0,2715109,0,0,1091,0,0,0,0,1094,0,851
1998-11,283358,284553,-1195,57327,277324,3915,529,1590,0,0,0,0,0,0,278175,4169,744,1465,0,0,0,0,0,0,5959443,8116383,5222301,715942,21200,0,0,0,0,0,0,0,7577668,502545,36170,0,0,0,0,0,0,0,2815,2776,2618,64,75,58,0,0,0,0,0,0,2579,62,77,58,0,0,0,0,0,0,148475,0,10796,15438,0,150562,0,12025,16548,0,0,0,0,0,0,2256713,0,0,0,0,0,2256713,0,0,985,0,0,0,0,987,0,808
1998-10,243165,242619,546,48674,237435,2949,815,1959,0,0,0,0,0,7,237127,2760,955,1667,0,0,0,0,0,7,5938943,12370070,5660437,205147,18399,0,0,0,0,0,0,54960,11904188,181136,34381,0,0,0,0,0,0,54960,2742,2724,2559,50,72,57,0,0,0,0,0,4,2540,50,72,58,0,0,0,0,0,4,139722,0,8910,13013,0,140045,0,9253,13420,0,0,0,0,0,0,2425454,0,0,0,0,0,2425454,0,0,969,0,0,0,0,972,0,791
1998-09,203651,183673,19978,41151,198226,3438,641,1346,0,0,0,0,0,0,179319,2595,580,1179,0,0,0,0,0,0,4844614,8533450,4771855,60741,12018,0,0,0,0,0,0,0,8353440,83572,24841,0,0,0,0,0,0,0,2405,2384,2248,45,58,52,0,0,0,0,0,2,2231,43,57,51,0,0,0,0,0,2,104099,0,8045,9302,0,92498,0,6566,9843,0,0,0,0,0,0,2272452,0,0,0,0,0,2272452,0,0,821,0,0,0,0,821,0,767
1998-08,328372,305901,22471,31012,319606,5888,983,1895,0,0,0,0,0,0,297513,5614,887,1887,0,0,0,0,0,0,8481593,8967997,5221776,3239568,20249,0,0,0,0,0,0,0,6439985,2489987,36591,1434,0,0,0,0,0,0,3133,3098,2862,98,86,87,0,0,0,0,0,0,2834,90,87,87,0,0,0,0,0,0,168538,0,13838,15515,0,156137,0,12663,14958,0,0,0,3234427,0,0,2579213,0,0,2482713,0,0,2579213,0,0,1086,0,0,0,0,1094,0,942
1998-07,335935,355976,-20041,33763,328356,4027,1077,2317,0,0,0,0,0,158,345447,6901,1137,2333,0,0,0,0,0,158,5222342,6620689,4750424,450508,21410,0,0,0,0,0,0,0,6044852,539514,34411,1912,0,0,0,0,0,0,3167,3144,2905,81,87,93,0,0,0,0,0,1,2881,83,86,93,0,0,0,0,0,1,175037,0,12313,16932,0,184609,0,13309,18754,0,0,0,0,0,0,2212541,0,0,0,0,0,2212541,0,0,1100,0,0,0,0,1104,0,951
1998-06,330118,329550,568,34659,321303,4862,1304,2487,0,0,0,0,0,162,321284,4411,1257,2436,0,0,0,0,0,162,7019162,8274891,5687995,1303491,26590,0,0,0,0,0,0,1086,6952263,1284106,37436,0,0,0,0,0,0,1086,2936,2917,2678,80,88,89,0,0,0,0,0,1,2660,79,88,89,0,0,0,0,0,1,180192,0,12552,15761,0,178774,0,12481,16500,0,0,0,0,0,0,2395751,0,0,0,0,0,2395751,0,0,1032,0,0,0,0,1035,0,902
1998-05,319282,293931,25351,35775,313391,1711,1569,2611,0,0,0,0,0,0,288886,1381,1335,2329,0,0,0,0,0,0,7314756,9037629,5947594,1346362,20800,0,0,0,0,0,0,0,7522864,1488002,26763,0,0,0,0,0,0,0,2922,2888,2675,55,101,91,0,0,0,0,0,0,2642,54,101,91,0,0,0,0,0,0,180257,0,13827,18100,0,164995,0,12953,16326,0,0,0,0,0,0,2592385,0,0,0,0,0,2592385,0,0,1025,0,0,0,0,1024,0,952
1998-04,331204,321343,9861,29726,327470,0,1194,2540,0,0,0,0,0,0,317917,0,1098,2328,0,0,0,0,0,0,7577651,8563015,6175322,1381269,21060,0,0,0,0,0,0,0,7069762,1462368,30885,0,0,0,0,0,0,0,2944,2915,2711,45,100,88,0,0,0,0,0,0,2685,42,101,87,0,0,0,0,0,0,186259,0,13464,19377,0,183639,0,12786,18697,0,0,0,0,0,0,3397374,0,0,0,0,0,3397374,0,0,1090,0,0,0,0,1089,0,890
1998-03,362888,340134,22754,35829,359055,0,1196,2637,0,0,0,0,0,0,336628,0,1188,2318,0,0,0,0,0,0,9876402,10638865,8415426,1440504,20472,0,0,0,0,0,0,0,9161237,1451954,25674,0,0,0,0,0,0,0,3140,3111,2909,43,100,88,0,0,0,0,0,0,2877,45,100,89,0,0,0,0,0,0,207702,0,14689,20097,0,194612,0,13894,18274,0,0,0,0,0,0,3975420,0,0,0,0,0,3975420,0,0,1219,0,0,0,0,1220,0,903
1998-02,318833,323148,-4315,32144,311328,3673,1765,2067,0,0,0,0,0,0,315710,3810,1676,1952,0,0,0,0,0,0,8937772,9950249,7496026,1420529,20517,700,0,0,0,0,0,0,8430268,1495653,24328,0,0,0,0,0,0,0,3019,3012,2727,90,118,84,0,0,0,0,0,0,2720,91,117,84,0,0,0,0,0,0,170037,0,12520,17086,0,174879,0,12603,17291,0,0,0,0,0,0,4059732,0,0,0,0,0,4059732,0,0,1082,0,0,0,0,1091,0,844
1998-01,392407,364489,27918,38047,381437,6411,2584,1975,0,0,0,0,0,0,355139,5361,2131,1858,0,0,0,0,0,0,5761878,6840374,5548611,196745,16522,0,0,0,0,0,0,0,6609276,213441,17657,0,0,0,0,0,0,0,3324,3296,3062,81,120,61,0,0,0,0,0,0,3034,80,120,62,0,0,0,0,0,0,206086,0,13918,20221,0,195114,0,13784,18084,0,0,0,0,0,0,3127598,0,0,0,0,0,3127598,0,0,1219,0,0,0,0,1219,0,895
1997-12,333794,380363,-46569,39702,324363,5375,2246,1810,0,0,0,0,0,0,368989,6705,2944,1725,0,0,0,0,0,0,8709607,9003711,8512720,179718,17169,0,0,0,0,0,0,0,8828813,155895,19003,0,0,0,0,0,0,0,3194,3195,2936,79,122,57,0,0,0,0,0,0,2936,78,123,58,0,0,0,0,0,0,173886,0,11185,15109,0,196647,0,12487,17923,0,0,0,0,0,0,2911230,0,0,0,0,0,2911230,0,0,1143,0,0,0,0,1147,0,817
1997-11,302229,312077,-9848,36042,294400,4480,1833,1516,0,0,0,0,0,0,303806,4772,1971,1528,0,0,0,0,0,0,6524725,8400956,6309723,193284,21718,0,0,0,0,0,0,0,8371936,9658,19362,0,0,0,0,0,0,0,2796,2772,2542,78,122,54,0,0,0,0,0,0,2521,77,120,54,0,0,0,0,0,0,162467,0,10741,15150,0,168520,0,11670,16368,0,0,0,0,0,0,2857010,0,0,0,0,0,2857010,0,0,965,0,0,0,0,970,0,723
1997-10,249831,256808,-6977,35134,242625,3399,1828,1979,0,0,0,0,0,0,249897,3449,1755,1707,0,0,0,0,0,0,7155386,8141558,7064909,63390,27087,0,0,0,0,0,0,0,8030639,81083,29836,0,0,0,0,0,0,0,2708,2678,2433,84,129,62,0,0,0,0,0,0,2402,84,130,62,0,0,0,0,0,0,140090,0,9280,11074,0,145333,0,10111,11620,0,0,0,0,0,0,3302057,0,0,0,0,0,3302057,0,0,967,0,0,0,0,967,0,722
1997-09,219140,209301,9839,38123,209302,5096,2690,2052,0,0,0,0,0,0,200785,4778,2157,1581,0,0,0,0,0,0,10985358,10744287,10549673,418381,17304,0,0,0,0,0,0,0,10587000,142780,14507,0,0,0,0,0,0,0,2526,2489,2272,87,106,61,0,0,0,0,0,0,2246,77,105,61,0,0,0,0,0,0,122623,0,6890,9565,0,121026,0,6240,9488,0,0,0,0,0,0,3366258,0,0,0,0,0,3366258,0,0,938,0,0,0,0,941,0,687
1997-08,351023,325801,25222,41633,338779,7045,2934,2265,0,0,0,0,0,0,313526,6829,3147,2299,0,0,0,0,0,0,8197221,8603639,7250594,946627,0,0,0,0,0,0,0,0,7858419,743025,2195,0,0,0,0,0,0,0,3201,3178,2916,105,90,90,0,0,0,0,0,0,2900,87,98,93,0,0,0,0,0,0,182355,0,12019,15551,0,167743,0,11387,13662,0,0,0,0,0,0,3611334,0,0,0,0,0,3611334,0,0,1148,0,0,0,0,1150,0,925
1997-07,379922,399067,-19145,37336,365154,9114,3344,2310,0,0,0,0,0,0,384020,9374,3268,2405,0,0,0,0,0,0,7404064,8612538,6254073,1149721,270,0,0,0,0,0,0,0,7820234,792154,150,0,0,0,0,0,0,0,3271,3229,2968,118,92,93,0,0,0,0,0,0,2946,98,92,93,0,0,0,0,0,0,192950,0,10191,16262,0,202663,0,11368,17111,0,0,0,0,0,0,3414346,0,0,0,0,0,3414346,0,0,1159,0,0,0,0,1163,0,918
1997-06,351076,349392,1684,43687,336512,9155,3314,2095,0,0,0,0,0,0,335122,8647,3335,2288,0,0,0,0,0,0,8686584,8768308,6667440,2017062,2082,0,0,0,0,0,0,0,7895495,871369,1444,0,0,0,0,0,0,0,3021,2993,2717,122,91,91,0,0,0,0,0,0,2719,93,90,91,0,0,0,0,0,0,183063,0,11085,15980,0,184326,0,11096,15981,0,0,0,0,0,0,3440566,0,0,0,0,0,3440566,0,0,1065,0,0,0,0,1064,0,872
1997-05,322430,303128,19302,56749,311451,5987,3092,1900,0,0,0,0,0,0,291907,6098,3024,2099,0,0,0,0,0,0,8437637,10158089,7193029,1243048,1560,0,0,0,0,0,0,0,9340114,817895,80,0,0,0,0,0,0,0,2860,2832,2572,104,92,92,0,0,0,0,0,0,2564,82,94,92,0,0,0,0,0,0,182266,0,12543,15290,0,169662,0,12164,14350,0,0,0,0,0,0,3907568,0,0,0,0,0,3907568,0,0,1079,0,0,0,0,1081,0,844
1997-04,347469,331505,15964,48159,335615,6792,3034,2028,0,0,0,0,0,0,320627,6135,2610,2133,0,0,0,0,0,0,8247885,10255172,7306018,941526,341,0,0,0,0,0,0,0,9588663,666168,341,0,0,0,0,0,0,0,3109,3079,2839,93,87,90,0,0,0,0,0,0,2823,79,88,89,0,0,0,0,0,0,192503,0,12470,15319,0,185806,0,11888,13875,0,0,0,0,0,0,4442822,0,0,0,0,0,4442822,0,0,1166,0,0,0,0,1167,0,982
1997-03,416130,397061,19069,41497,402341,7335,3380,3074,0,0,0,0,0,0,384078,7045,3305,2633,0,0,0,0,0,0,9543197,9944675,8516151,1027046,0,0,0,0,0,0,0,0,9149050,795075,550,0,0,0,0,0,0,0,3570,3532,3220,83,122,145,0,0,0,0,0,0,3182,83,122,145,0,0,0,0,0,0,226728,0,13138,17104,0,216768,0,13335,16162,0,0,0,0,0,0,4882729,0,0,0,0,0,4882729,0,0,1253,0,0,0,0,1255,0,1265
1997-02,328876,327288,1588,42122,316980,6918,2583,2395,0,0,0,0,0,0,315344,6788,2860,2296,0,0,0,0,0,0,10072202,11243224,6044028,4024574,3600,0,0,0,0,0,0,0,7485868,3756321,1035,0,0,0,0,0,0,0,3239,3205,2900,102,108,129,0,0,0,0,0,0,2864,102,109,130,0,0,0,0,0,0,173556,0,11723,14705,0,175986,0,11740,14752,0,0,0,0,0,0,3552089,0,0,0,0,0,3552089,0,0,1132,0,0,0,0,1139,0,1143
1997-01,399495,369922,29573,36518,385079,8335,3124,2957,0,0,0,0,0,0,356373,7440,3299,2810,0,0,0,0,0,0,9483666,11352472,5702881,3775330,5455,0,0,0,0,0,0,0,7520444,3832028,0,0,0,0,0,0,0,0,3616,3555,3239,106,117,154,0,0,0,0,0,0,3178,107,118,152,0,0,0,0,0,0,212214,0,12377,17279,0,201088,0,12316,16220,0,0,0,0,0,0,3278501,0,0,0,0,0,3278501,0,0,1251,0,0,0,0,1253,0,1291
1996-12,344430,394659,-50229,30704,332409,6447,2855,2706,0,0,0,0,13,0,381244,7049,3519,2834,0,0,0,0,13,0,7138574,8757003,6449168,689406,0,0,0,0,0,0,0,0,8173101,569050,0,0,0,0,0,0,0,0,3404,3381,3038,76,142,146,0,0,0,0,1,1,3013,76,142,148,0,0,0,0,1,1,183513,0,10269,14867,0,213295,0,11697,16764,0,0,0,0,0,0,2990744,0,0,0,0,0,2990744,0,0,1160,0,0,0,0,1167,0,1279
1996-11,290172,300928,-10756,38736,279665,5547,2520,2416,0,0,0,0,0,24,290177,5543,2851,2333,0,0,0,0,0,24,6953019,9398862,6651786,301233,0,0,0,0,0,0,0,0,9241738,156486,638,0,0,0,0,0,0,0,2863,2829,2551,69,103,139,0,0,0,0,0,1,2522,65,103,138,0,0,0,0,0,1,164087,0,10498,13585,0,171080,0,11360,14574,0,0,0,0,0,0,3431656,0,0,0,0,0,3431656,0,0,982,0,0,0,0,984,0,1067
1996-10,243913,247901,-3988,34196,234068,4814,2369,2662,0,0,0,0,0,0,237925,4618,2798,2560,0,0,0,0,0,0,10184251,10588176,9844735,339516,0,0,0,0,0,0,0,0,10393384,194792,0,0,0,0,0,0,0,0,2775,2738,2458,69,93,155,0,0,0,0,0,0,2421,69,93,155,0,0,0,0,0,0,146654,0,8415,9591,0,150035,0,9588,10253,0,0,0,0,0,0,4447484,0,0,0,0,0,4447484,0,0,961,0,0,0,0,958,0,1075
1996-09,222722,209373,13349,35216,211492,5709,3294,2227,0,0,0,0,0,0,199933,4663,2635,2142,0,0,0,0,0,0,10642867,9919988,10594380,957,0,0,0,0,0,0,0,47530,9917523,2215,250,0,0,0,0,0,0,47530,2555,2538,2282,53,86,133,0,0,0,0,0,1,2265,52,86,135,0,0,0,0,0,0,134566,0,5860,6756,0,129417,0,5292,6650,0,0,0,0,0,0,5313147,0,0,0,0,0,5313147,0,0,915,0,0,0,0,920,0,948
1996-08,360975,340050,20925,33203,341990,10634,5868,2483,0,0,0,0,0,0,323114,9168,5348,2420,0,0,0,0,0,0,9375800,10503313,9346017,29783,0,0,0,0,0,0,0,0,10404020,47511,2472,0,0,0,0,0,0,0,3406,3384,3034,77,150,144,0,0,0,0,0,1,3011,77,151,144,0,0,0,0,0,1,214935,0,11741,11561,0,200837,0,10999,10537,0,0,0,0,0,0,3967726,0,0,0,0,0,3967726,0,0,1307,0,0,0,0,1311,0,1218
1996-07,385780,398574,-12794,28733,365859,11493,5728,2700,0,0,0,0,0,0,377279,12177,6573,2545,0,0,0,0,0,0,7498106,8468739,7497642,464,0,0,0,0,0,0,0,0,8397357,8542,0,0,0,0,0,0,0,0,3336,3298,2989,80,136,131,0,0,0,0,0,0,2949,79,137,132,0,0,0,0,0,1,218610,0,11340,12111,0,226810,0,11678,12002,0,0,0,0,0,0,3516139,0,0,0,0,0,3516139,0,0,1250,0,0,0,0,1255,0,1164
1996-06,351971,337225,14746,62376,333002,10936,4755,2937,0,0,0,0,0,341,319643,10657,4253,2672,0,0,0,0,0,341,6826765,8815877,6804334,22431,0,0,0,0,0,0,0,0,8807724,8153,0,0,0,0,0,0,0,0,3225,3207,2851,90,145,137,0,0,0,0,0,2,2836,89,145,137,0,0,0,0,0,0,201769,0,10977,12348,0,197930,0,10968,12193,0,0,0,0,0,0,3737982,0,0,0,0,0,3737982,0,0,1145,0,0,0,0,1149,0,1241
1996-05,299848,289136,10712,28506,282845,10556,3835,2612,0,0,0,0,0,0,273289,9813,3648,2386,0,0,0,0,0,0,8489867,10311636,8489115,752,0,0,0,0,0,0,0,0,10302282,9354,0,0,0,0,0,0,0,0,3025,2964,2662,93,124,146,0,0,0,0,0,0,2601,93,124,146,0,0,0,0,0,0,177053,0,10091,11280,0,171328,0,10081,10811,0,0,0,0,0,0,4378800,0,0,0,0,0,4378800,0,0,1057,0,0,0,0,1057,0,1161
1996-04,332611,323309,9302,31612,316636,9952,3768,2255,0,0,0,0,0,0,308627,9320,3252,2110,0,0,0,0,0,0,8043078,9856785,8042736,342,0,0,0,0,0,0,0,0,9846577,10208,0,0,0,0,0,0,0,0,3364,3342,2992,89,144,139,0,0,0,0,0,0,2968,90,145,139,0,0,0,0,0,0,192179,0,10402,11904,0,190657,0,10164,10711,0,0,0,0,0,0,3767806,0,0,0,0,0,3767806,0,0,1143,0,0,0,0,1146,0,1377
