Date,Número de pasajeros que salen de PR,Número de pasajeros que llegan a PR,Movimiento neto de pasajeros,Movimiento neto de pasajero últimos 12 meses,Número de pasajeros que salen de SJU,Número de pasajeros que salen de BQN,Número de pasajeros que salen de PSE,Número de pasajeros que salen de MAZ,Número de pasajeros que salen de HUC,Número de pasajeros que salen de ARE,Número de pasajeros que salen de VQS,Número de pasajeros que salen de SIG,Número de pasajeros que salen de NRR,Número de pasajeros que llegan a SJU,Número de pasajeros que llegan a BQN,Número de pasajeros que llegan a PSE,Número de pasajeros que llegan a MAZ,Número de pasajeros que llegan a CPX_D,Número de pasajeros que llegan a HUC,Número de pasajeros que llegan a ARE,Número de pasajeros que llegan a VQS,	Número de pasajeros que llegan a SIG,Número de pasajeros que llegan a NRR_D,DF_D,AF_D,DF_SJU_D,DF_BQN_D,DF_PSE_D,DF_MAZ_D,DF_CPX_D,DF_HUC_D,DF_ARE_D,DF_VQS_D,DF_SIG_D,DF_NRR_D,AF_SJU_D,AF_BQN_D,AF_PSE_D,AF_MAZ_D,AF_CPX_D,AF_HUC_D,AF_ARE_D,AF_VQS_D,AF_SIG_D,AF_NRR_D,Vuelos que despegan de PR,Vuelos que aterrizan en PR,Vuelos que despegan de SJU,Vuelos que despegan de BQN,Vuelos que despegan de PSE,Vuelos que despegan de MAZ,Vuelos que despegan de CPX,Vuelos que despegan de HUC,Vuelos que despegan de ARE,Vuelos que despegan de VQS,Vuelos que despegan de SIG,Vuelos que despegan de NRR,Vuelos que aterrizan en SJU,Vuelos que aterrizan en BQN,Vuelos que aterrizan en PSE,Vuelos que aterrizan en MAZ,Vuelos que aterrizan en Cpx,Vuelos que aterrizan en HUC,Vuelos que aterrizan en ARE,Vuelos que aterrizan en VQS,Vuelos que aterrizan en SIG,Vuelos que aterrizan en NRR,Vuelos que aterrizan en AA,Vuelos que aterrizan en Jetblue Airways,Pasajeros que salen de PR por medio de Continental Air Lines Inc.,Pasajeros que salen de PR por medio de US Airways Inc.,Pasajeros que salen de PR por medio de Spirit Air Lines,Pasajeros que llegan a PR por medio de American Airlines Inc.,Pasajeros que llegan a PR por medio de JetBlue Airways,Pasajeros que llegan a PR por medio de Continental Airlines Inc.,Pasajeros que llegan a PR por medio de US Airways Inc.,Pasajeros que llegan a PR por medio de Spirit Airlines,DF_FX_D,DF_5X_D,DF_WI_D,DF_ABX_D,DF_JW_D,DF_AA_D,AF_FX_D,AF_5X_D,AF_WI_D,AF_ABX_D,AF_JW_D,AF_AA_D,Vuelos que despegan de Cape Air,Vuelos que despegan de Jetblue Airways,Vuelos que despegan de American Airlines Inc,Vuelos que despegan de Vieques Air Link Inc,Vuelos que despegan de Executive Airlines,Vuelos que aterrizan de Cape Air,Vuelos que aterrizan de Jetblue Airways,Vuelos que aterrizan de American Airlines Inc,Vuelos que aterrizan de Vieques Air Link Inc,Vuelos que aterrizan de Executive Airlines
2014-05,351347,325888,25459,73015,306497,21728,8206,519,2511,0,0,5777,2071,0,285799,17989,7448,503,2617,0,0,5892,2038,0,11164539,16569206,9346354,1780780,0,0,466,0,0,11550,11424,0,14508256,2014404,3906,0,7997,0,0,32934,813,0,6734,6733,3582,181,61,124,594,0,0,1070,449,0,3604,182,62,124,555,0,0,1147,444,0,47717,136547,0,25214,13501,45374,124801,0,24343,11542,5931996,3596133,0,915472,0,71911,7441200,5254167,0,1115915,0,71911,1331,1104,305,1268,80,1331,1108,307,1268,0
2014-04,365321,338639,26682,68573,323000,18023,7472,580,3283,0,0,6635,2373,0,300075,15581,6546,532,3225,0,0,6571,2436,0,12067510,17522140,10450339,1578155,0,0,373,0,0,8081,16744,0,15382238,2089641,4492,0,3529,0,0,38356,3125,0,7405,7372,3989,155,58,119,685,0,0,1265,488,0,3974,155,57,119,631,0,0,1285,473,0,48834,134462,0,36328,7927,45175,124832,0,33345,7053,5854551,3092076,0,832878,0,53153,7540022,5337173,0,803615,0,53153,1754,1122,300,1350,43,1759,1118,298,1350,0
2014-03,401777,386740,15037,65170,356444,18819,7843,623,3791,0,0,8622,2659,0,343559,17875,7481,534,3760,0,0,6397,2765,0,12273262,17958353,10731916,1500436,0,0,763,0,0,7981,17404,0,15755659,2154864,2615,0,3730,0,0,39800,852,0,8090,8038,4342,154,60,123,729,0,0,1456,495,0,4309,156,60,122,684,0,0,1480,478,0,61266,139522,0,40786,7793,57881,134433,0,40471,7417,5909447,3338050,0,831378,0,79933,7814546,5180774,0,1017229,0,79933,1954,1159,402,1463,44,1946,1161,399,1463,0
2014-02,303660,307842,-4182,57725,269534,14132,6084,535,2472,0,0,6281,1538,0,273004,14576,6257,501,2110,0,0,6537,2214,0,11060394,16545922,9456129,1563778,0,0,439,0,0,6873,18074,0,14438047,2060470,2846,0,3427,0,0,39807,600,0,6540,6485,3665,139,55,111,550,0,0,1189,268,0,3600,139,55,111,425,0,0,1175,420,0,51253,113395,0,27332,7161,51648,115756,0,28041,7042,5417980,3079570,0,756568,0,63017,7632010,4632255,0,814794,0,63017,1537,1014,359,1238,40,1540,1015,359,1238,0
2014-01,361108,352177,8931,57427,321838,15405,8191,575,2399,0,0,7083,2293,0,313309,15378,8360,524,2042,0,0,7042,2352,0,10430621,16494027,8882315,1477872,28269,0,337,0,0,7993,19054,0,14547557,1893899,5158,0,2957,0,0,43586,316,0,7157,7117,3997,138,89,115,498,0,0,1242,506,0,3953,138,67,115,431,0,0,1404,427,0,61395,135405,0,33204,9330,57647,133730,0,30707,9347,5098892,2990705,0,692750,0,63646,7738226,4803794,0,734905,0,63646,1591,1123,399,1295,55,1595,1117,398,1295,0
2013-12,361122,393695,-32573,52225,327119,16425,9673,535,300,0,0,4512,1049,0,356960,18070,10344,523,415,0,0,5039,905,0,11736798,19162924,10252680,1447405,21985,0,225,0,0,3096,7664,0,17092725,2040860,3589,0,678,0,0,24476,197,0,5893,5874,4021,150,94,123,105,0,0,887,227,0,4010,152,81,123,106,0,0,889,222,0,55459,140883,0,31321,13183,61030,152245,0,38379,13283,5794431,2864533,0,716028,0,72082,8222391,5064877,0,932648,0,72082,1511,1253,396,1054,80,1505,1260,400,1054,0
2013-11,294723,293418,1305,60513,272131,13310,7278,508,0,0,0,1496,0,0,270387,13277,7341,443,0,0,0,1970,0,0,10855991,18100804,9300907,1530422,22772,0,0,0,0,1890,0,0,15976743,2117327,3572,0,0,0,0,3162,0,0,3990,3961,3339,119,75,118,0,0,0,339,0,0,3325,119,61,117,0,0,0,339,0,0,51311,118275,0,23304,7583,50082,119173,0,24466,7300,4948268,3029261,0,673955,0,71754,7848981,5285085,0,838660,0,71754,1210,1030,332,0,43,1198,1031,335,0,0
2013-10,261895,260521,1374,59394,239645,10040,5740,422,300,0,0,3190,1049,0,238290,9913,5828,416,415,0,0,3315,905,0,9895432,16944286,8259203,1584527,37969,0,225,0,0,2101,7664,0,14674382,2247611,2204,0,678,0,0,18815,197,0,4653,4668,3009,103,79,121,105,0,0,723,227,0,3048,105,56,121,106,0,0,719,222,0,47303,107662,0,13260,6223,47783,107106,0,12906,5974,5467044,3110313,0,983273,0,81210,8481444,5543427,0,1004471,0,81210,1036,945,314,1054,44,1037,951,315,1054,0
2013-09,245415,228926,16489,58122,222531,11094,5551,375,349,0,0,3194,895,0,208213,9892,4781,308,338,0,0,2977,972,0,10500398,15703547,9019812,1442467,26404,0,206,0,0,1902,5997,0,13816822,1866874,3194,0,657,0,0,15397,229,0,4262,4255,2734,105,66,120,101,0,0,652,205,0,2755,103,48,120,91,0,0,647,205,0,47119,103509,0,10528,6198,43905,96605,0,9274,6073,4823033,2603666,0,845617,0,132714,7209493,4743782,0,1078010,0,132714,851,895,304,1032,43,852,893,303,1032,0
2013-08,365737,343116,22621,58202,328463,19584,9028,431,610,0,0,4130,1385,0,308236,17695,8487,453,729,0,0,4330,1294,0,12083537,17129439,10175214,1853859,36958,0,145,0,0,2750,10631,0,15142820,1962129,2958,0,1117,0,0,19920,124,0,5556,5535,3610,165,89,119,151,0,0,801,259,0,3614,161,66,119,146,0,0,821,265,0,60670,145533,0,24911,12086,56018,138461,0,22465,11167,5745607,2993043,0,1136059,0,224834,7680139,5026538,0,1021779,0,224834,1081,1220,389,1288,67,1082,1216,391,1288,0
2013-07,414099,420196,-6097,55811,366581,26041,12042,434,696,0,0,4516,1470,0,371561,26582,12522,420,817,0,0,4847,1352,0,10627498,15544908,8995713,1587989,31020,0,174,0,0,2498,7475,0,13627903,1894014,4612,0,1247,0,0,16570,121,0,6132,6127,3810,207,108,120,189,0,0,940,310,0,3850,205,89,120,185,0,0,936,317,0,63655,158570,0,29559,16322,63188,164885,0,29256,15827,4997392,2702605,0,914443,0,226712,7023887,4663934,0,990792,0,226712,1107,1293,402,1612,82,1109,1295,402,1612,0
2013-06,379201,381232,-2031,58752,339530,23379,8360,435,503,0,0,3986,1188,0,341508,22939,8924,411,596,0,0,4148,1081,0,10919371,16443055,9254485,1620443,27623,0,167,0,0,5722,7754,0,14435137,1982184,2676,0,982,0,0,21467,300,0,5475,5491,3571,188,88,120,139,0,0,813,236,0,3619,187,70,119,133,0,0,797,238,0,61859,143982,0,30226,13184,61523,145292,0,29388,12820,5265260,2746190,0,928913,0,89029,7378067,4799072,0,1039271,0,89029,1053,1147,390,1227,75,1054,1151,392,1227,0
2013-05,336608,315591,21017,54237,303318,17309,6945,497,609,0,0,4637,1445,0,285469,14984,6514,414,686,0,0,4498,1404,0,11321239,16719220,9495851,1777303,25910,0,200,0,0,9754,9179,0,14582259,2114716,4806,0,1327,0,0,15369,238,0,5374,5407,3349,143,84,115,152,0,0,933,259,0,3519,145,62,115,142,0,0,810,269,0,63479,125970,0,26511,15237,60098,117465,0,24704,12630,5530671,3368956,0,829966,0,98604,7816402,5015523,0,1077317,0,98604,1104,1015,404,1330,80,1095,1019,404,1330,0
2013-04,345476,322197,23279,55268,313858,14717,7105,531,850,0,0,5269,1474,0,293583,12862,6448,462,773,0,0,4831,1654,0,10478561,16109861,8733047,1699719,27090,0,220,0,0,4770,9919,0,14038046,2039566,5255,0,1330,0,0,25087,180,0,5844,5823,3849,130,81,118,162,0,0,938,264,0,3850,129,60,119,160,0,0,928,272,0,62176,129033,0,32111,7922,58162,121099,0,27445,7089,5288874,2976024,0,710882,0,73647,7543646,4907026,0,987601,0,73647,1492,1105,386,1248,49,1463,1106,387,1248,0
2013-03,388691,381099,7592,50139,358368,18387,7910,502,0,0,0,3524,0,0,352023,17650,7471,466,0,0,0,3489,0,0,12064903,16813806,10051508,1976740,28131,0,0,0,0,8524,0,0,14643006,2156153,4504,0,0,0,0,10143,0,0,5037,4985,4116,160,81,122,0,0,0,558,0,0,4080,159,62,122,0,0,0,562,0,0,74553,141264,0,39218,8160,73252,138490,0,39194,7601,6650869,3109724,0,785388,0,230551,8186890,4983876,0,971285,0,230551,1654,1164,467,0,46,1624,1164,465,0,149
2013-02,304018,308498,-4480,58901,275156,13958,5613,516,610,0,0,4977,1507,0,278887,14547,5789,467,689,0,0,5310,1371,0,10119922,15422393,8264357,1810312,28684,0,183,0,0,622,12321,0,13298013,2101378,1946,0,1910,0,0,18538,174,0,5818,5784,3520,141,75,112,180,0,0,1070,280,0,3497,142,55,112,180,0,0,1078,280,0,61065,108352,0,32386,6607,60949,110731,0,34827,6548,5465874,2856868,0,718063,0,54791,7475532,4610104,0,697671,0,54791,1446,992,411,1580,40,1437,996,412,1580,140
2013-01,353018,349289,3729,59655,316664,17914,8200,487,874,0,0,5406,1630,0,313114,18037,8291,498,823,0,0,5117,1724,0,10213120,16001203,8470554,1700084,26637,0,205,0,0,766,11675,0,13966285,2009175,4135,0,1599,0,0,19039,493,0,6072,6041,3908,170,97,125,174,0,0,977,289,0,3897,171,75,125,163,0,0,979,290,0,69828,130208,0,32647,9466,69593,129949,0,30491,9367,5454572,2781573,0,722524,0,92690,7846742,4817968,0,773519,0,92690,1498,1168,461,1401,62,1496,1161,464,1401,155
2012-12,348851,373136,-24285,65816,313400,17189,8818,478,654,0,0,4564,1774,0,334805,18743,9449,428,853,0,0,5799,1469,0,12167846,19231819,10089992,2035658,26585,0,180,0,0,501,11680,0,16839746,2367022,2941,0,1591,0,0,19839,288,0,6137,6130,4020,170,94,120,156,0,0,952,282,0,4015,170,77,120,160,0,0,975,269,0,66132,128500,0,32386,10765,70521,138615,0,34827,11088,6700922,2726589,0,496238,0,76769,8506850,5056222,0,989654,0,76769,1473,1184,462,1362,78,1473,1193,460,1362,156
2012-11,307588,307402,186,64945,276301,16106,7061,451,610,0,0,3871,1507,0,276148,15991,7026,415,689,0,0,4333,1370,0,10252388,17900959,8621783,1600768,26242,0,0,0,0,1895,800,0,15671089,2217062,2400,0,0,0,0,8698,920,0,4776,4769,3395,150,77,117,68,0,0,614,168,0,3399,152,59,117,77,0,0,653,153,0,63552,119010,0,26975,7744,63649,118041,0,28458,7381,5348583,2831127,0,634336,0,114913,8424058,5300622,0,834210,0,114913,1227,1053,402,713,44,1230,1055,405,713,117
2012-10,264095,263993,102,62004,240718,10548,5913,475,532,0,0,3125,721,0,240481,10610,5997,448,601,0,0,3292,638,0,10390963,17466376,8729285,1626742,31566,0,0,0,0,1620,800,0,15181431,2271201,4334,0,0,0,0,7850,900,0,4794,4783,3058,102,78,116,128,0,0,749,241,0,3066,103,54,116,117,0,0,751,243,0,55961,101247,0,17526,7584,56213,102560,0,17464,7272,5484972,2986243,0,581547,0,57300,8446704,5513465,0,1016398,0,57300,1036,901,366,1213,45,1032,900,365,1213,89
2012-09,256388,239819,16569,62818,231176,12810,5787,398,478,0,0,2983,609,0,217445,11000,4896,307,517,0,0,3240,582,0,9650753,15461012,8161344,1453014,28368,0,0,0,0,6157,870,0,13579168,1863422,3536,0,0,0,0,13286,900,0,4665,4654,2927,122,75,117,126,0,0,744,235,0,2922,121,57,117,116,0,0,747,233,0,52192,101097,0,16989,7521,49521,93259,0,16341,7377,5254143,2570089,0,511374,0,98268,7629775,4492414,0,1040626,0,98268,987,931,363,1189,44,987,927,364,1189,90
2012-08,367652,347422,20230,60844,332369,19719,7443,390,563,0,0,3787,1406,0,313048,19076,7325,347,674,0,0,4027,1272,0,10634682,16022409,9032246,1566999,27192,0,0,0,0,6595,750,0,14067433,1937895,3139,0,0,0,0,12642,700,0,5527,5503,3553,188,101,115,152,0,0,797,271,0,3547,190,80,115,146,0,0,803,269,0,69901,138106,0,28322,9095,65291,130397,0,26325,9152,5794488,2914160,0,545290,0,223839,7650506,5020181,0,924593,0,223839,1004,1154,427,1345,68,1003,1155,423,1345,145
2012-07,424441,427597,-3156,59211,379057,23873,11623,435,844,0,0,4414,1667,0,381335,24279,12210,400,969,0,0,4782,1554,0,9760816,15533384,8397390,1326796,26709,0,0,0,0,7751,970,0,13465193,2050105,2274,0,0,0,0,14012,1000,0,5910,5906,3767,196,113,121,175,0,0,864,287,0,3792,199,93,121,174,0,0,858,286,0,78912,151601,0,31970,15589,79137,154461,0,32209,14937,5112608,2705345,0,502681,0,142534,7434516,4579752,0,967582,0,142534,1073,1193,465,1461,82,1075,1192,466,1461,177
2012-06,390704,397250,-6546,56021,349041,21187,11018,549,781,0,0,4089,1678,0,355825,21396,10816,470,934,0,0,4556,1513,0,9693093,15230371,7788538,1861368,28341,0,0,0,0,12896,850,0,13348864,1859124,3022,0,0,0,0,12261,900,0,5622,5613,3618,192,110,117,161,0,0,782,270,0,3631,190,89,117,163,0,0,818,265,0,74087,134600,0,30122,13642,75487,135584,0,30962,14088,5775370,2796886,0,618366,0,86416,7599733,4871236,0,847457,0,86416,1078,1100,450,1350,78,1078,1101,451,1350,171
2012-05,349267,327219,22048,50903,312552,18163,8272,550,832,0,0,4815,1722,0,295469,15116,6518,474,868,0,0,5085,1643,0,12072144,16357672,9712659,2321157,34091,0,0,0,0,2537,700,0,14469595,1875087,3794,0,0,0,0,7656,940,0,5839,5830,3626,179,92,126,172,0,0,949,295,0,3650,179,71,126,173,0,0,926,286,0,73647,116426,0,26823,13998,71941,106386,0,25922,11863,6488334,3449944,0,567577,0,119663,7549622,5033452,0,935782,0,119663,1328,992,464,1530,84,1329,993,467,1530,175
2012-04,361672,343522,18150,56132,325658,17466,6927,480,959,0,0,5810,1847,0,311084,15038,6306,451,955,0,0,5583,1859,0,12502075,14739037,10529995,1943311,25357,0,0,0,0,3328,74,0,12903987,1828022,4265,0,0,0,0,2606,96,0,6134,6069,3904,162,79,120,173,0,0,1016,286,0,3861,160,60,120,168,0,0,1004,287,0,73339,112156,0,36117,12422,70262,107098,0,33504,12291,6288507,2802858,0,556191,0,102596,6992824,4315108,0,895464,0,102596,1577,963,451,1503,103,1563,960,448,1503,171
2012-03,379719,363365,16354,56597,339241,19068,7709,561,1118,0,0,6882,2097,0,325458,17553,7033,510,1118,0,0,7044,2106,0,13157362,16902262,11238160,1882014,30167,0,47,0,0,4604,1078,0,14927324,1958277,3368,0,153,0,0,11186,1146,0,6617,6575,4082,166,84,125,182,0,0,1219,303,0,4064,164,62,125,183,0,0,1185,294,0,78437,117009,0,35219,14569,75268,111347,0,34072,12832,6816143,3645397,0,566813,0,247808,7920321,5375930,0,858003,0,247808,1707,977,492,1740,110,1701,977,492,1740,176
2012-02,305326,309052,-3726,50183,270421,15668,6817,515,1042,0,0,6115,1989,0,273758,15949,7021,476,1062,0,0,6587,1857,0,11382800,15539352,9670230,1677569,20526,0,0,0,0,7135,5950,0,13535523,1982404,3241,0,0,0,0,11377,6007,0,5866,5844,3554,148,70,118,169,0,0,1087,278,0,3552,148,57,118,164,0,0,1119,272,0,68617,98109,0,29124,13103,69196,99119,0,30373,13308,5764081,3887336,17281,590869,0,71943,7341234,4895248,88213,656410,0,71943,1558,862,463,1559,103,1556,866,463,1559,166
2012-01,345150,335260,9890,45647,303516,19875,8394,574,1016,0,0,6688,1836,0,294085,19834,8556,519,967,0,0,6595,1896,0,10014367,14438747,8384893,1584922,24160,0,0,0,0,12982,5990,0,12521721,1889825,2083,0,0,0,0,22698,1610,0,6229,6172,3780,173,89,124,181,0,0,1107,298,0,3749,177,68,123,175,0,0,1146,291,0,78676,109422,0,33145,16292,74295,108231,0,32319,16569,5529860,2940657,0,408043,0,94308,6908959,4565525,0,596581,0,94308,1542,942,511,1676,128,1540,931,496,1676,176
2011-12,338577,363733,-25156,38590,298235,19504,9094,414,666,0,0,5787,1900,0,320211,21468,9658,484,932,0,0,7129,1530,0,13128348,18510445,10918777,2149462,32147,0,0,0,0,20742,5860,0,15814194,2658770,2659,0,0,0,0,32596,1506,0,6347,6318,3883,185,96,125,182,0,0,1059,303,0,3869,188,78,126,185,0,0,1139,298,0,70565,112835,19503,31581,16657,74969,120788,22189,36023,17448,7733677,3193643,0,506729,0,80562,8449820,5198960,0,784831,0,80562,1518,1000,488,1626,134,1519,1005,491,1626,177
2011-11,291295,294050,-2755,37202,257539,15962,7614,483,714,0,0,5189,1490,0,259511,16593,7827,451,691,0,0,5434,1463,0,11504931,17530948,9623892,1819927,30155,0,0,0,0,22947,6700,0,14994165,2496959,3011,0,0,0,0,34663,1480,0,5380,5357,3384,146,79,118,166,0,0,865,259,0,3369,150,60,118,139,0,0,901,255,0,71677,88204,12321,27366,14110,71026,88971,12642,29938,14159,6201438,3228520,0,498769,0,71786,8201837,5340702,0,694538,0,71786,1314,716,455,1351,105,1317,718,453,1351,156
2011-10,252413,251497,916,41308,223304,12344,6809,448,634,0,0,4923,1347,0,222850,12104,6639,388,576,0,0,5147,1348,0,12415355,16841625,10570492,1781960,33911,0,0,0,0,21622,6100,0,14671317,2135302,1462,0,0,0,0,31634,1360,0,5005,4999,3022,112,83,123,157,0,0,838,268,0,3024,112,62,123,142,0,0,857,267,0,65497,74227,11345,21075,15659,66393,72530,11468,22064,15642,6641606,3262963,0,543193,0,83908,7782315,5101149,0,992956,0,83908,1101,606,432,1387,107,1099,607,435,1387,145
2011-09,231798,217203,14595,37295,202733,14356,6349,360,441,0,0,4068,1103,0,191430,11663,5828,327,407,0,0,4227,1076,0,11273551,15596474,9463059,1756409,30465,0,0,0,0,15878,6440,0,13423765,2146963,2631,0,0,0,0,21105,1410,0,4954,4939,2822,125,77,117,176,0,0,880,296,0,2882,131,59,117,176,0,0,867,296,0,60151,73704,9955,16774,13768,59277,64882,9920,15257,13493,6091852,3114422,0,720114,0,110614,7233264,5004622,0,764458,0,110614,908,614,414,1644,106,905,613,418,1644,139
2011-08,330842,312245,18597,35989,293175,21885,7706,352,529,0,0,4018,1247,0,274976,21561,7750,345,606,0,0,4075,1230,0,11316068,15187608,9514872,1738591,30242,0,0,0,0,22508,8450,0,13247193,1904718,3741,0,0,0,0,29632,1554,0,5405,5394,3495,203,91,113,155,0,0,749,240,0,3498,204,71,113,139,0,0,766,260,0,71869,105495,20524,28049,18290,67652,98918,19193,26219,18896,5962386,3217224,0,645071,0,236890,6673915,5150418,0,937916,0,236890,1016,875,457,1273,159,1014,871,458,1273,139
2011-07,407611,413957,-6346,45407,356841,27424,11722,464,891,0,0,5704,1718,0,362089,28191,12279,388,941,0,0,5860,1683,0,10985777,14976431,9251305,1663184,25813,0,0,0,0,33985,9750,0,12999316,1926453,3649,0,0,0,0,44123,1900,0,6186,6185,3876,232,120,117,176,0,0,948,290,0,3889,233,101,117,171,0,0,947,294,0,78522,123950,26879,34963,28358,79425,126229,27338,35635,27576,6071962,2843532,0,609215,0,176399,6749800,4699059,0,829185,0,176399,1114,996,494,1531,186,1115,997,496,1532,149
2011-06,353136,364800,-11664,36866,309360,23391,10122,431,671,0,0,5128,1610,0,320617,24401,9652,400,776,0,0,5365,1471,0,11605924,16273197,9886365,1645930,28256,0,0,0,0,33769,10094,0,14168646,2057421,3709,0,0,0,0,39917,2654,0,5728,5734,3648,208,107,118,141,0,0,855,271,0,3687,208,86,118,151,0,0,854,254,0,70963,100932,21953,30419,25323,73533,100563,23400,32049,27035,6106057,3339086,0,665505,0,123698,7034313,5399442,0,1068259,0,123698,1074,869,464,1319,171,1072,872,466,1320,141
2011-05,328500,301223,27277,39943,288881,23108,7695,428,747,0,0,3851,1601,0,267906,18464,6166,354,796,0,0,3926,1631,0,11690173,15640794,9996277,1626549,25307,0,0,0,0,30157,10583,0,13447986,2148010,1575,0,0,0,0,38138,4295,0,5354,5343,3263,193,81,121,181,0,0,716,309,0,3268,196,61,121,184,0,0,775,310,0,68246,88689,16625,23959,26711,66534,78609,14815,21662,22209,6480669,2880685,0,573110,0,120758,6920393,5040877,0,896985,0,120758,711,707,435,1641,174,714,706,438,1639,146
2011-04,340680,322065,18615,42416,300746,20035,7345,375,1035,0,0,6426,2032,0,285602,17820,6509,346,1113,0,0,6448,2077,0,11436024,15517115,9525810,1834144,25810,0,0,0,0,37598,11422,0,13387549,2079123,2075,0,0,0,0,42354,5313,0,6230,6228,3921,177,200,123,168,0,0,977,292,0,3952,176,179,123,178,0,0,930,309,0,71141,77547,21718,33008,21841,67635,70490,20662,31402,19898,6561593,2508985,0,581912,0,95138,7152496,4737766,0,887645,0,95138,1746,647,455,1389,150,1749,647,459,1391,162
2011-03,374474,364534,9940,41147,333355,19679,8034,471,1024,0,0,7159,2092,0,325371,18184,7906,342,1113,0,0,7455,2149,0,12404332,17813372,10357283,1969272,30432,0,0,0,0,37017,8913,0,15030652,2735261,1697,0,0,0,0,42229,2823,0,6557,6548,4177,166,200,122,165,0,0,1031,283,0,4182,166,178,122,182,0,0,1073,299,0,105133,81249,20988,34653,22031,101540,78422,20054,33570,21184,6868243,3056118,0,641925,0,151084,8215744,5533916,0,1051993,0,151084,1803,608,659,1404,155,1806,609,664,1404,308
2011-02,302758,311020,-8262,44464,273001,13605,5942,348,880,0,0,5364,1882,0,280298,14486,6130,321,897,0,0,5751,1824,0,10866724,15118376,9160202,1646462,25455,0,0,0,0,24825,8400,0,13002709,2079710,1668,0,0,0,0,32069,1540,0,5635,5631,3628,128,183,109,149,0,0,881,251,0,3652,131,163,110,134,0,0,905,260,0,90632,62828,14281,30312,18164,93967,64958,14719,31744,18429,6106549,2822726,0,486920,0,89795,7044129,4742079,0,1048037,0,89795,1671,495,590,1161,129,1669,500,592,1161,278
2011-01,353061,350228,2833,47228,316970,18849,7110,387,757,0,0,4892,2675,0,314528,18724,7273,309,866,0,0,4551,2499,0,9527405,14819322,7848406,1603062,24998,0,0,0,0,12481,36918,0,12797638,1971507,2220,0,0,0,0,21464,25783,0,6058,6037,3908,158,198,124,138,0,0,886,359,0,3922,155,179,124,156,0,0,864,337,0,104484,74847,18164,35388,22589,104432,74299,17857,33961,22972,5446144,2557078,0,368295,0,102758,6869332,4648603,0,970275,0,102758,1764,570,654,1200,152,1759,563,658,1200,307
2010-12,337969,364513,-26544,55680,297747,19085,7339,364,602,0,0,5622,4357,0,320225,21922,8326,355,809,0,0,6032,4164,0,13913907,20966416,11381266,2385229,32806,0,0,0,0,17879,93237,0,17638449,3213204,3089,0,0,0,0,34171,76388,0,6228,6216,3625,184,204,127,137,0,0,961,510,0,3670,185,183,126,155,0,0,967,477,0,98521,78317,18132,28953,24546,107054,83856,21328,32819,25350,7874439,2899445,0,680774,0,128966,9277568,5768478,0,1188958,0,128966,1579,632,657,1571,163,1578,626,658,1571,281
2010-11,302812,301461,1351,43095,265219,18141,7419,294,489,0,0,4864,3654,0,264342,17859,7320,293,672,0,0,4932,3392,0,11708136,18198946,9909256,1672804,26137,0,0,0,0,15811,81118,0,15657240,2447806,2328,0,0,0,0,28709,61903,0,5406,5397,3075,161,197,119,130,0,0,860,434,0,3103,160,175,121,130,0,0,840,428,0,98094,65451,14516,26215,23816,97595,64596,14429,25767,23576,6028649,2741730,0,660151,0,104930,7637296,5460408,0,1135688,0,104930,1370,510,602,1440,152,1369,510,605,1440,241
2010-10,264774,267871,-3097,45942,234028,13889,6565,290,162,0,0,4371,3025,0,237112,14282,6179,283,246,0,0,4420,2701,0,11826705,17052384,9922254,1795187,25112,0,0,0,0,16193,65259,0,14613859,2357485,2548,0,0,0,0,27822,49920,0,4675,4665,2789,134,192,122,35,0,0,692,330,0,2786,138,175,120,39,0,0,744,299,0,89317,56312,11554,20876,21936,91235,55937,11987,21536,21294,6556838,3315623,0,546687,0,95447,7997232,5282810,0,942891,0,95447,1177,468,586,1093,129,1177,470,590,1093,246
2010-09,254473,241184,13289,46923,222242,14976,7330,275,290,0,0,4088,2597,0,212731,12503,6124,262,362,0,0,4077,2837,0,11972209,15476078,10035486,1821956,28949,0,0,0,0,16605,65213,0,13235302,2156703,3639,0,0,0,0,31264,48470,0,4578,4577,2661,138,196,114,54,0,0,682,346,0,2686,139,173,118,64,0,0,715,322,0,80515,60543,10804,20262,21153,77887,54607,10117,18088,20143,6520786,3384786,0,566329,0,218277,7078601,5068100,0,861587,0,218277,1099,478,554,1102,136,1100,478,558,1106,240
2010-08,370880,342865,28015,46356,330801,24107,9001,313,60,0,0,2423,3258,0,306315,21514,8190,270,71,0,0,2694,3224,0,11288327,14787363,9362481,1784154,33536,0,0,0,0,17389,88167,0,12584288,2100789,1316,0,0,0,0,27001,73269,0,4729,4710,3328,200,201,112,14,0,0,400,342,0,3330,199,179,112,17,0,0,467,312,0,104245,88257,26397,27835,30931,94470,81837,23440,25173,29474,6428889,3183480,0,456834,0,386822,6810753,5019172,0,877441,0,386822,1046,664,664,479,235,1048,660,661,481,296
