Date,Núm.pasajeros salientes,Núm.pasajeros entrantes,Movimiento neto pasajeros,Movimiento neto pasajeros ultimos 12 meses,Pasajeros salientes SJU,Pasajeros entrantes SJU,Pasajeros salientes BQN,Pasajeros entrantes BQN,Pasajeros salientes PSE,Pasajeros entrantes PSE,Pasajeros salientes MAZ,Pasajeros entrantes MAZ,Pasajeros salientes CPX,Pasajeros entrantes CPX,Pasajeros salientes HUC,Pasajeros entrantes HUC,Pasajeros salientes ARE,Pasajeros entrantes ARE,Pasajeros salientes VQS,Pasajeros entrantes VQS,Pasajeros salientes SIG,Pasajeros entrantes SIG,Pasajeros salientes NRR,Pasajeros entrantes NRR,Carga saliente,Carga entrante,Carga saliente SJU,Carga entrante SJU,Carga saliente BQN,Carga entrante BQN,Carga saliente PSE,Carga entrante PSE,Carga saliente MAZ,Carga entrante MAZ,Carga saliente CPX,Carga entrante CPX,Carga saliente HUC,Carga entrante HUC,Carga saliente ARE,Carga entrante ARE,Carga saliente VQS,Carga entrante VQS,Carga saliente SIG,Carga entrante SIG,Carga saliente NRR,Carga entrante NRR,Núm.vuelos salientes.,Núm.vuelos entrantes.,Vuelos salientes SJU,Vuelos salientes BQN,Vuelos salientes PSE,Vuelos salientes MAZ,Vuelos salientes CPX,Vuelos salientes HUC,Vuelos salientes ARE,Vuelos salientes VQS,Vuelos salientes SIG,Vuelos salientes NRR,Vuelos entrantes SJU,Vuelos entrantes BQN,Vuelos entrantes PSE,Vuelos entrantes MAZ,Vuelos entrantes CPX,Vuelos entrantes HUC,Vuelos entrantes ARE,Vuelos entrantes VQS,Vuelos entrantes SIG,Vuelos entrantes NRR,Pasajeros salientes COPA Airlines,Pasajeros entrantes COPA Airlines,Pasajeros salientes Iberia Airlines,Pasajeros entrantes Iberia Airlines,Pasajeros salientes Elite Airways,Pasajeros entrantes Elite Airways,Pasajeros salientes Air Canada,Pasajeros entrantes Air Canada,Carga saliente Martinair Holland,Carga entrante Martinair Holland,Carga saliente Iberia Airlines,Carga entrante Iberia Airlines,Carga saliente COPA Airlines,Carga entrante COPA Airlines,Carga saliente Piedmont Airlines,Carga entrante Piedmont Airlines,Vuelos salientes Elite Airways,Vuelos entrantes Elite Airways,Vuelos salientes COPA Airlines,Vuelos entrantes COPA Airlines,Vuelos salientes Martinair Holland,Vuelos entrantes Martinair Holland,Vuelos salientes Iberia Airlines,Vuelos entrantes Iberia Airlines
1993-12,433462,450278,-16816,39165,415932,429157,10535,12823,3830,5170,3165,3128,0,0,0,0,0,0,0,0,0,0,0,0,10330654,11610656,10119899,11381585,210755,227981,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4962,4949,4572,112,102,176,0,0,0,0,0,0,4558,113,102,176,0,0,0,0,0,0,4230,2594,1963,1521,0,0,0,0,0,0,87459,134645,4600,1481,0,0,0,0,42,33,0,0,14,14
1993-11,366155,376317,-10162,19790,351622,361233,9473,9602,2252,2566,2808,2916,0,0,0,0,0,0,0,0,0,0,0,0,10197845,12818678,10168383,12502940,29462,315738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518,4526,4142,116,90,169,0,0,0,0,1,0,4151,116,90,168,0,0,0,0,1,0,4108,3417,2272,1917,0,0,0,0,0,0,453796,527837,4028,38938,0,0,0,0,36,33,0,0,28,28
1993-10,316546,321075,-4529,26596,301285,306181,10032,9910,2441,2290,2788,2694,0,0,0,0,0,0,0,0,0,0,0,0,11096741,12892032,10801616,12684847,295115,205985,10,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,4276,3866,138,92,175,0,0,0,0,0,0,3874,135,92,175,0,0,0,0,0,0,2932,2612,2293,2087,0,0,0,0,0,0,112173,205634,27276,12642,0,0,0,0,33,33,0,0,18,18
1993-09,316993,302096,14897,24440,299062,285359,10852,10327,3955,3367,3124,3043,0,0,0,0,0,0,0,0,0,0,0,0,10913475,12280427,10668331,11775647,243344,502910,1800,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385,4390,3977,129,101,178,0,0,0,0,0,0,3984,129,100,177,0,0,0,0,0,0,2683,2819,2247,1664,0,0,0,0,0,0,72611,100085,23867,6730,0,0,0,0,32,33,0,0,16,12
1993-08,445972,444499,1473,27472,425049,424253,11176,10460,6291,6163,3456,3623,0,0,0,0,0,0,0,0,0,0,0,0,9752764,13586218,9519580,13059235,233184,525273,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4942,4948,4538,104,119,181,0,0,0,0,0,0,4544,104,119,181,0,0,0,0,0,0,2965,3416,2783,3060,0,0,0,0,0,0,142978,131208,10703,6419,0,0,0,0,35,34,0,0,18,26
1993-07,468289,477719,-9430,34300,445323,453191,11815,12738,7421,8075,3730,3715,0,0,0,0,0,0,0,0,0,0,0,0,11175262,15029388,8492285,11695059,2682977,3334329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4943,4842,4485,151,123,184,0,0,0,0,0,0,4382,152,124,184,0,0,0,0,0,0,4193,3641,1988,2363,0,0,0,0,0,0,53033,213094,16001,3683,0,0,0,0,41,39,0,0,16,12
1993-06,376220,369683,6537,19653,354383,348722,12137,11913,6539,6115,3161,2933,0,0,0,0,0,0,0,0,0,0,0,0,9884032,12554001,9401779,11869631,482253,682569,0,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4417,4431,4024,125,119,149,0,0,0,0,0,0,4039,123,120,149,0,0,0,0,0,0,2590,2716,2260,1590,0,0,0,0,0,0,193935,230527,32140,19305,0,0,0,0,32,34,0,0,18,26
1993-05,374416,356573,17843,13763,352353,336349,13421,12487,5249,4721,3375,2998,0,0,0,0,0,0,0,0,0,0,18,18,10326257,13169439,9778215,11950527,548042,1218112,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4413,4407,3980,159,119,153,0,0,0,0,0,2,3974,159,120,153,0,0,0,0,0,1,2186,1955,1811,1486,0,0,0,0,0,0,160519,199683,7951,11396,0,0,0,0,32,32,0,0,18,18
1993-04,405862,400118,5744,25408,385183,380881,12626,12089,4984,4319,3069,2829,0,0,0,0,0,0,0,0,0,0,0,0,11404412,14508773,9946251,12336488,1458019,2171985,142,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365,4374,3931,168,117,149,0,0,0,0,0,0,3940,168,117,149,0,0,0,0,0,0,1944,1892,2581,2400,0,0,0,0,0,0,147345,219761,8165,15264,0,0,0,0,32,31,0,0,22,21
1993-03,396752,391839,4913,22313,377831,371811,11606,10725,4523,6542,2792,2761,0,0,0,0,0,0,0,0,0,0,0,0,11303466,13524834,10583787,12623009,719679,899910,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427,4466,4019,140,115,149,0,0,0,0,0,4,4035,141,136,154,0,0,0,0,0,0,1118,1032,2605,2501,0,0,0,0,0,0,137964,174975,5088,43269,0,0,0,0,34,34,0,0,23,23
1993-02,377361,379913,-2552,29857,360816,363989,10071,9908,3660,3338,2814,2678,0,0,0,0,0,0,0,0,0,0,0,0,9850325,11658578,9265744,10661201,584581,996777,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158,4156,3770,147,105,136,0,0,0,0,0,0,3767,147,105,137,0,0,0,0,0,0,933,868,0,0,0,0,0,0,0,0,0,0,27379,42067,0,0,0,0,32,32,0,0,0,0
1993-01,442811,411564,31247,31433,422874,395136,10753,8905,5997,4389,3187,3134,0,0,0,0,0,0,0,0,0,0,0,0,9322729,10474406,8778762,9797512,543967,676294,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4662,4667,4252,134,122,154,0,0,0,0,0,0,4257,134,122,154,0,0,0,0,0,0,1023,1936,0,0,0,0,0,0,0,0,0,0,3214,23595,0,0,0,0,31,32,0,0,0,0
1992-12,407950,444141,-36191,19420,392197,425033,7206,9121,4838,5961,3709,4026,0,0,0,0,0,0,0,0,0,0,0,0,10929002,11133837,9926026,10167660,1002976,963092,0,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4953,4949,4468,118,123,244,0,0,0,0,0,0,4462,119,123,245,0,0,0,0,0,0,2093,1228,0,0,0,0,0,0,0,0,0,0,8286,27351,0,0,0,0,39,39,0,0,0,0
1992-11,381704,385060,-3356,30409,368115,371214,7648,7849,3461,3292,2480,2705,0,0,0,0,0,0,0,0,0,0,0,0,10843941,12927762,9605453,11764833,1238488,1162929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4606,4619,4115,133,119,239,0,0,0,0,0,0,4125,134,120,240,0,0,0,0,0,0,2093,1012,0,0,0,0,0,0,0,0,0,0,8985,21195,0,0,0,0,26,27,0,0,0,0
1992-10,328609,335294,-6685,26007,317178,323194,6768,7359,1918,2060,2745,2681,0,0,0,0,0,0,0,0,0,0,0,0,12588053,14217131,11418496,12791241,1169557,1425890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749,4744,4172,148,93,336,0,0,0,0,0,0,4167,148,92,337,0,0,0,0,0,0,684,634,701,597,0,0,0,0,0,0,168297,177982,2644,29757,0,0,0,0,25,25,0,0,8,7
1992-09,311809,293880,17929,29632,298361,281770,7872,7209,2985,2338,2591,2563,0,0,0,0,0,0,0,0,0,0,0,0,13578870,13661832,11728141,12329988,1850729,1331844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4658,4659,4095,158,91,314,0,0,0,0,0,0,4098,157,90,314,0,0,0,0,0,0,468,473,2672,2354,0,0,0,0,0,0,668759,663560,568,3797,0,0,0,0,24,24,0,0,29,29
1992-08,437997,429696,8301,28198,422698,414905,7943,7545,4514,4385,2842,2861,0,0,0,0,0,0,0,0,0,0,0,0,12187382,12632696,10419089,11281204,1768256,1351477,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5083,5086,4556,138,91,298,0,0,0,0,0,0,4564,133,91,298,0,0,0,0,0,0,713,1160,2881,3400,0,0,0,0,0,0,552285,548379,0,0,0,0,0,0,31,31,0,0,32,32
1992-07,445016,469093,-24077,36415,428297,450812,8761,9541,4836,5536,3122,3204,0,0,0,0,0,0,0,0,0,0,0,0,10447363,12756092,9040889,11017264,1406469,1738828,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5175,5185,4652,130,93,299,0,0,0,0,1,0,4662,129,94,300,0,0,0,0,0,0,1433,1450,3641,3718,0,0,0,0,0,0,324966,369093,0,12863,0,0,0,0,26,27,0,0,36,31
1992-06,387807,387160,647,45271,372455,372305,8600,8316,3647,3367,3105,3172,0,0,0,0,0,0,0,0,0,0,0,0,11038981,12219238,9687007,10727241,1351974,1491997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4817,4807,4313,125,98,281,0,0,0,0,0,0,4309,118,98,282,0,0,0,0,0,0,774,721,4277,3723,0,0,0,0,0,0,731518,848564,0,24121,0,0,0,0,21,22,0,0,44,43
1992-05,381843,352355,29488,41356,366152,338229,9546,8404,2184,1972,3961,3750,0,0,0,0,0,0,0,0,0,0,0,0,11515661,13006443,10142280,11223328,1373381,1783115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5122,5118,4468,153,117,384,0,0,0,0,0,0,4465,152,116,385,0,0,0,0,0,0,0,0,3059,2105,0,0,0,0,0,0,1125359,1178479,0,0,0,0,0,0,0,0,0,0,48,47
1992-04,366381,363732,2649,34924,351773,349642,8986,8635,2065,2048,3448,3298,0,0,0,0,0,0,0,0,0,0,109,109,11669348,12893926,10434089,10926518,1232846,1890377,100,0,9,0,0,0,0,0,0,0,0,0,0,0,2304,77031,4983,4984,4343,139,119,380,0,0,0,0,0,2,4338,144,119,381,0,0,0,0,0,2,0,0,2010,1866,0,0,0,0,0,0,992776,1028632,0,0,0,0,0,0,0,0,0,0,34,32
1992-03,370680,358223,12457,43389,355993,344617,8931,8320,2029,1837,3727,3449,0,0,0,0,0,0,0,0,0,0,0,0,13795578,14652745,12539544,12480315,1255996,2172430,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5126,5134,4475,154,121,376,0,0,0,0,0,0,4471,162,121,380,0,0,0,0,0,0,0,0,1719,1252,0,0,0,0,0,0,1134241,1085042,0,0,0,0,0,0,0,0,0,0,34,30
1992-02,358550,359526,-976,33606,344962,346469,8047,7690,2007,1814,3534,3553,0,0,0,0,0,0,0,0,0,0,0,0,12380312,12975868,11165692,11353202,1214384,1622666,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809,4803,4193,145,112,359,0,0,0,0,0,0,4183,149,112,359,0,0,0,0,0,0,0,0,1768,1788,0,0,0,0,0,0,886275,1357815,0,0,0,0,0,0,0,0,0,0,44,44
1992-01,397965,378731,19234,30605,381738,364986,8394,7319,3382,2614,4451,3812,0,0,0,0,0,0,0,0,0,0,0,0,10321383,12551593,9152518,10805703,1168640,1745756,225,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091,5111,4443,134,121,393,0,0,0,0,0,0,4462,135,121,393,0,0,0,0,0,0,0,0,2462,1689,0,0,0,64,0,0,792531,1404910,0,0,0,0,0,0,0,0,0,0,31,37
1991-12,393342,418544,-25202,43449,381136,403097,4927,6280,3323,4638,3956,4529,0,0,0,0,0,0,0,0,0,0,0,0,11246482,11341303,10247821,10421274,998586,920029,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001,4972,4414,84,109,394,0,0,0,0,0,0,4380,88,109,395,0,0,0,0,0,0,0,0,1840,2361,0,0,0,0,0,0,1345565,1444523,0,0,0,0,0,0,0,0,0,0,34,40
1991-11,324606,332364,-7758,40855,314437,321288,3054,3391,3262,3632,3853,4053,0,0,0,0,0,0,0,0,0,0,0,0,12397732,14176389,11246971,13043609,1150761,1131964,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4522,4493,4017,65,84,356,0,0,0,0,0,0,3989,63,85,356,0,0,0,0,0,0,0,0,1830,2214,0,0,0,0,0,0,1419529,1588269,0,0,0,0,0,0,0,0,0,0,51,51
1991-10,279230,282290,-3060,34177,269600,272761,2949,2612,2580,2804,4101,4113,0,0,0,0,0,0,0,0,0,0,0,0,13257234,14623102,11877715,13393370,1379519,1229562,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4643,4634,4065,75,88,415,0,0,0,0,0,0,4056,74,88,416,0,0,0,0,0,0,0,0,1989,2087,0,0,0,0,0,0,1514603,1629122,0,0,0,0,0,0,0,0,0,0,49,49
1991-09,274001,257506,16495,33040,263239,247925,3400,2681,3009,2857,4353,4043,0,0,0,0,0,0,0,0,0,0,0,0,11016366,12719642,9717634,11693480,1298732,1026032,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4575,4553,3990,71,88,426,0,0,0,0,0,0,3970,71,87,425,0,0,0,0,0,0,0,0,1633,1520,0,0,0,0,0,0,253595,806964,0,0,0,0,0,0,0,0,0,0,42,42
1991-08,421531,405013,16518,37665,406619,390721,5577,5447,4178,3974,5157,4871,0,0,0,0,0,0,0,0,0,0,0,0,12256286,13018841,11010683,12017653,1244784,999427,819,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5163,5152,4529,85,101,448,0,0,0,0,0,0,4523,83,97,449,0,0,0,0,0,0,0,0,2282,2523,0,0,0,0,0,0,930701,1045638,0,0,0,0,0,0,0,0,0,0,42,41
1991-07,442029,457250,-15221,32723,425374,439288,6810,7515,4216,4992,5629,5455,0,0,0,0,0,0,0,0,0,0,0,0,10389194,12652335,9353960,11913595,1034493,738380,741,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5138,5127,4470,118,120,430,0,0,0,0,0,0,4458,117,121,431,0,0,0,0,0,0,0,0,5342,5310,0,0,0,0,0,0,869736,1050989,0,0,0,0,0,0,0,0,0,0,43,43
1991-06,404950,408218,-3268,24951,389052,392652,6002,5850,4903,4894,4993,4822,0,0,0,0,0,0,0,0,0,0,0,0,11445343,13326719,10493834,12445643,949706,876351,1803,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729,4730,4177,96,109,347,0,0,0,0,0,0,4165,107,109,349,0,0,0,0,0,0,0,0,4507,4119,0,0,0,0,0,0,707487,793835,0,0,0,0,0,0,0,0,0,0,36,36
1991-05,361888,338832,23056,27330,348865,327955,4181,3629,3433,2308,5409,4824,0,0,0,0,0,0,0,0,0,0,0,116,11161499,13564801,10124363,12673718,1036398,884158,738,6925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680,4676,4137,90,93,360,0,0,0,0,0,0,4135,89,90,361,0,0,0,0,0,1,0,0,4013,3366,0,0,0,0,0,0,472351,513379,0,0,0,0,0,0,0,0,0,0,25,25
1991-04,356027,344913,11114,34727,345042,335331,3112,2862,2919,2187,4954,4533,0,0,0,0,0,0,0,0,0,0,0,0,11118582,13860746,10454016,13242671,659444,611450,5122,6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4561,4558,4049,78,89,345,0,0,0,0,0,0,4046,76,89,347,0,0,0,0,0,0,0,0,2830,2868,0,0,0,0,0,0,1075118,1169212,0,0,0,0,0,0,0,0,0,0,36,36
1991-03,307880,305206,2674,26437,304437,301949,1854,1943,1589,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11866916,13193310,11376332,12145210,490224,1044469,360,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,2378,2267,64,26,0,0,0,0,0,0,0,2287,64,27,0,0,0,0,0,0,0,0,0,3636,3672,0,0,0,0,0,0,1457265,1404839,0,0,0,0,0,0,0,0,0,0,40,40
1991-02,256819,260796,-3977,31733,253896,258052,1862,1861,1061,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9939864,10668882,9011696,9434640,928168,1232866,0,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093,2103,1998,77,18,0,0,0,0,0,0,0,2009,77,17,0,0,0,0,0,0,0,0,0,3679,3991,0,0,0,0,0,0,553764,496381,0,0,0,0,0,0,0,0,0,0,24,24
1991-01,326422,294344,32078,31998,319315,289655,1805,1325,5302,3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9343505,11097330,8596791,10436584,741120,658640,5594,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509,2500,2418,49,42,0,0,0,0,0,0,0,2411,50,39,0,0,0,0,0,0,0,0,0,4904,5216,0,0,0,0,0,0,601515,569377,0,0,0,0,0,0,0,0,0,0,28,28
1990-12,361425,389221,-27796,22045,348947,374602,1648,2490,6118,7672,4712,4457,0,0,0,0,0,0,0,0,0,0,0,0,10874210,14415417,9545929,12661675,1321039,1745722,7242,8020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5058,5050,4494,69,120,375,0,0,0,0,0,0,4482,70,123,375,0,0,0,0,0,0,0,0,4977,5201,0,0,0,0,0,0,518474,482810,0,0,0,0,0,0,0,0,0,0,26,26
1990-11,345917,360353,-14436, ,336361,350619,1023,1160,4136,4355,4397,4219,0,0,0,0,0,0,0,0,0,0,0,0,11419987,14728127,9986495,13213049,1431577,1502436,1915,12642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4653,4668,4169,53,95,336,0,0,0,0,0,0,4183,56,94,335,0,0,0,0,0,0,0,0,5415,5133,0,0,0,0,0,0,684695,581504,0,0,0,0,0,0,0,0,0,0,32,32
1990-10,292738,296935,-4197, ,286417,290899,1398,1312,492,411,4431,4310,0,0,0,0,0,0,0,0,0,0,0,3,10928827,14965117,10551853,14439101,376974,526016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,4649,4205,45,61,362,0,0,0,0,0,0,4180,45,61,362,0,0,0,0,0,1,0,0,8297,8270,0,0,0,0,0,0,854259,907148,0,0,0,0,0,0,0,0,0,0,43,41
1990-09,300701,279581,21120, ,292966,273339,2323,1364,600,427,4812,4451,0,0,0,0,0,0,0,0,0,0,0,0,10595111,13265037,10070110,12565557,525001,699430,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4612,4602,4134,50,60,368,0,0,0,0,0,0,4123,50,60,369,0,0,0,0,0,0,0,0,10075,10031,0,0,0,0,0,0,932330,1031933,0,0,0,0,0,0,0,0,0,0,48,52
1990-08,409438,397862,11576, ,401581,390573,1570,1594,657,458,5630,5237,0,0,0,0,0,0,0,0,0,0,0,0,9871524,14526172,9049242,13561418,822237,964754,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4997,4961,4495,56,62,384,0,0,0,0,0,0,4458,57,62,384,0,0,0,0,0,0,0,0,10393,10646,0,0,0,0,0,0,912514,923224,0,0,0,0,0,0,0,0,0,0,47,47
1990-07,452687,475680,-22993, ,444477,467330,1489,1717,674,469,6029,5716,0,0,0,0,0,0,0,0,0,0,18,448,9079140,14607454,8512846,13808343,566266,799111,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5247,5243,4733,54,62,395,0,0,0,0,0,3,4726,54,62,396,0,0,0,0,0,5,0,0,10573,11117,0,0,0,0,0,0,983056,1048371,0,0,0,0,0,0,0,0,0,0,51,51
1990-06,352488,353377,-889, ,352466,353356,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10775903,14544316,9955768,13817234,820135,727082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,2421,2365,45,0,0,0,0,0,0,0,0,2376,45,0,0,0,0,0,0,0,0,0,0,8918,8625,0,0,0,0,0,0,878623,1030566,0,0,0,0,0,0,0,0,0,0,44,44
1990-05,327184,296731,30453, ,327184,296731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10645159,13501500,10067705,12627305,577454,874195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,2396,2355,40,0,0,0,0,0,0,0,0,2351,45,0,0,0,0,0,0,0,0,0,0,8358,7457,0,0,0,0,0,0,813015,343006,0,0,0,0,0,0,0,0,0,0,44,45
1990-04,329738,326914,2824, ,329738,326914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10476638,14797353,10159884,14251459,316754,545894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,2384,2303,30,0,0,0,0,0,0,0,0,2347,37,0,0,0,0,0,0,0,0,0,0,7355,7666,0,0,0,0,0,0,1111910,1268315,0,0,0,0,0,0,0,0,0,0,41,41
1990-03,325673,317703,7970, ,325673,317703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12219323,17995243,11890235,17487327,329088,507916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,2546,2464,32,0,0,0,0,0,0,0,0,2508,38,0,0,0,0,0,0,0,0,0,0,6603,6652,0,0,0,0,0,0,1108017,1354597,0,0,0,0,0,0,0,0,0,0,35,35
1990-02,307605,311317,-3712, ,307605,311317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9802442,16467446,9556297,16161195,246145,306251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,2285,2194,11,0,0,0,0,0,0,0,0,2273,12,0,0,0,0,0,0,0,0,0,0,5675,6025,0,0,0,0,0,0,915259,1109350,0,0,0,0,0,0,0,0,0,0,32,32
1990-01,341598,319473,22125, ,341598,319473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085690,14764870,8740640,14518725,345050,246145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477,2526,2462,15,0,0,0,0,0,0,0,0,2511,15,0,0,0,0,0,0,0,0,0,0,7232,7499,0,0,0,0,0,0,883333,1064492,0,0,0,0,0,0,0,0,0,0,42,33
